brand_name,os,screen_size,4g,5g,main_camera_mp,selfie_camera_mp,int_memory,ram,battery,weight,release_year,days_used,new_price,used_price
Asus,Android,13.49,yes,no,13.0,5.0,16.0,4.0,3000.0,170.0,2015,685,249.78,99.93
Asus,Android,13.49,yes,no,13.0,5.0,16.0,4.0,3000.0,170.0,2015,749,299.67,120.02
Asus,Android,17.78,yes,no,5.0,2.0,32.0,4.0,3950.0,299.0,2015,970,219.97,65.93
Asus,Android,10.95,no,no,5.0,0.3,32.0,4.0,2100.0,150.0,2015,547,90.36,45.07
Asus,Android,17.78,no,no,5.0,2.0,32.0,4.0,3950.0,280.0,2015,557,160.85,80.44
Asus,Android,13.49,yes,no,13.0,5.0,16.0,4.0,3000.0,185.0,2015,626,399.88,159.9
Asus,Android,12.7,yes,no,8.0,5.0,32.0,4.0,2500.0,140.0,2014,857,79.32,24.04
Asus,Android,12.7,no,no,8.0,0.3,1024.0,4.0,2500.0,160.0,2014,860,98.93,29.7
Asus,Android,25.56,no,no,5.0,0.3,32.0,4.0,5000.0,525.0,2014,1059,199.92,60.09
Asus,Android,10.95,yes,no,5.0,2.0,32.0,4.0,2060.0,148.8,2014,1023,160.57,48.15
Asus,Android,17.78,yes,no,5.0,2.0,16.0,4.0,3950.0,279.0,2014,583,240.46,120.2
Asus,Android,17.78,no,no,5.0,2.0,16.0,4.0,3950.0,269.0,2014,1022,239.98,71.99
Asus,Android,12.7,yes,no,8.0,2.0,32.0,4.0,2110.0,145.0,2014,595,209.4,104.74
Asus,Android,10.95,no,no,8.0,0.3,32.0,4.0,1750.0,134.0,2014,772,100.15,40.14
Asus,Android,20.32,yes,no,5.0,1.2,16.0,4.0,4000.0,299.0,2014,801,240.57,72.16
Asus,Android,20.32,no,no,5.0,2.0,16.0,4.0,4000.0,320.0,2014,846,149.96,44.92
Asus,Android,17.78,no,no,5.0,2.0,32.0,4.0,3950.0,295.0,2014,731,130.11,51.94
Asus,Android,20.32,no,no,5.0,2.0,32.0,4.0,2865.0,328.0,2014,645,199.85,79.93
Asus,Android,17.78,no,no,2.0,0.3,32.0,4.0,2865.0,299.0,2014,766,130.92,52.43
Asus,Android,17.78,no,no,5.0,2.0,32.0,4.0,2865.0,299.0,2014,705,209.56,83.87
Asus,Android,25.56,yes,no,5.0,1.2,16.0,4.0,6600.0,595.0,2014,1013,400.19,120.06
Asus,Android,25.56,no,no,2.0,0.3,32.0,4.0,5000.0,550.0,2014,800,220.39,66.06
Asus,Android,17.78,no,no,2.0,0.3,16.0,4.0,3910.0,290.0,2014,679,100.73,40.31
Asus,Android,12.7,yes,no,13.0,2.0,16.0,4.0,2300.0,150.0,2014,1081,321.5,96.51
Asus,Android,12.7,yes,no,13.0,2.0,16.0,4.0,2300.0,150.0,2014,1013,250.68,75.2
Asus,Android,12.7,yes,no,13.0,2.0,16.0,4.0,2400.0,145.0,2014,956,510.6,153.19
Asus,Android,11.27,no,no,13.0,1.2,1024.0,4.0,1820.0,126.0,2014,772,258.53,103.4
Asus,Android,15.24,no,no,13.0,2.0,16.0,4.0,3230.0,196.0,2014,947,200.61,60.27
Asus,Android,15.24,no,no,13.0,2.0,16.0,4.0,3300.0,196.0,2014,665,252.29,100.87
Asus,Android,12.7,no,no,8.0,2.0,32.0,4.0,2110.0,145.0,2015,583,119.17,59.6
Asus,Android,12.7,no,no,8.0,2.0,32.0,4.0,2110.0,145.0,2014,794,128.98,51.63
Asus,Android,10.16,no,no,5.0,0.3,16.0,4.0,2865.0,115.0,2014,910,129.79,39.01
Asus,Android,10.95,yes,no,5.0,2.0,32.0,4.0,2060.0,150.0,2014,635,301.02,120.56
Asus,Android,10.16,no,no,8.0,2.0,32.0,4.0,1170.0,116.0,2014,824,210.52,63.22
Asus,Android,10.64,no,no,8.0,2.0,16.0,4.0,1500.0,105.0,2013,604,289.52,115.87
Asus,Android,12.7,yes,no,13.0,2.0,16.0,4.0,2400.0,145.0,2013,654,729.96,291.84
Asus,Android,25.56,no,no,2.0,1.2,32.0,4.0,5070.0,522.0,2013,754,251.04,100.48
Asus,Android,20.32,no,no,5.0,1.2,16.0,4.0,3950.0,350.0,2013,847,150.67,45.43
Asus,Android,17.78,yes,no,5.0,1.2,32.0,4.0,3950.0,328.0,2013,550,222.43,111.13
Asus,Android,17.78,yes,no,5.0,1.2,16.0,4.0,3950.0,290.0,2013,1083,231.01,69.2
Asus,Android,15.24,no,no,8.0,1.2,16.0,4.0,3200.0,210.0,2013,1040,350.35,105.08
Asus,Android,25.56,no,no,5.0,1.2,32.0,4.0,3950.0,585.0,2013,549,400.61,200.41
Asus,Android,17.78,no,no,2.0,0.3,32.0,4.0,3950.0,302.0,2013,643,99.65,39.91
Asus,Android,17.78,no,no,5.0,1.2,16.0,4.0,3950.0,302.0,2013,674,129.02,51.56
Asus,Android,17.78,no,no,3.15,1.2,32.0,4.0,4270.0,340.0,2013,869,260.17,78.05
Asus,Android,12.7,yes,no,13.0,2.0,32.0,4.0,2400.0,141.0,2013,614,1000.49,400.3
Asus,Android,25.56,no,no,5.0,1.2,16.0,4.0,3950.0,580.0,2013,887,228.6,68.65
Asus,Android,17.78,no,no,1.0,1.2,32.0,4.0,4270.0,370.0,2013,753,109.48,44.03
Asus,Android,13.02,yes,no,13.0,8.0,32.0,4.0,5000.0,168.0,2017,593,329.63,164.92
Others,Android,10.95,yes,no,8.0,0.3,16.0,4.0,1840.0,128.0,2014,710,80.27,32.14
Others,Android,12.7,yes,no,13.0,2.0,16.0,4.0,2520.0,135.0,2014,933,99.74,29.98
Others,Android,10.95,no,no,13.0,2.0,16.0,4.0,2100.0,119.0,2013,704,200.45,80.15
Others,Android,10.95,no,no,8.0,2.0,16.0,4.0,2000.0,135.0,2013,1011,150.1,44.93
BlackBerry,Android,10.95,yes,no,,8.0,32.0,4.0,3000.0,156.0,2018,552,331.06,165.55
BlackBerry,Android,28.42,yes,no,,16.0,64.0,4.0,4000.0,170.0,2018,629,348.29,139.37
BlackBerry,Android,28.42,yes,no,,16.0,64.0,4.0,4000.0,170.0,2018,383,301.66,194.68
BlackBerry,Android,10.95,yes,no,,8.0,64.0,4.0,3500.0,168.0,2018,471,501.42,250.66
BlackBerry,Android,13.49,yes,no,12.0,8.0,32.0,4.0,4000.0,167.0,2017,561,390.05,194.99
BlackBerry,Android,13.49,yes,no,13.0,8.0,32.0,4.0,3000.0,178.0,2017,607,200.65,80.29
BlackBerry,Android,10.95,yes,no,12.0,8.0,64.0,4.0,3500.0,180.0,2017,554,290.61,145.28
BlackBerry,Android,13.49,yes,no,21.0,8.0,32.0,4.0,3000.0,165.0,2016,560,299.26,149.67
BlackBerry,Android,13.02,yes,no,13.0,8.0,16.0,4.0,2610.0,135.0,2016,920,200.16,60.06
BlackBerry,Android,13.34,yes,no,18.0,2.0,32.0,4.0,3410.0,192.0,2015,805,270.78,81.34
BlackBerry,Others,12.7,yes,no,8.0,2.0,16.0,4.0,2800.0,170.0,2015,1094,80.31,23.92
BlackBerry,Others,8.41,yes,no,13.0,2.0,16.0,4.0,2500.0,178.0,2015,903,181.05,54.48
BlackBerry,Others,7.78,yes,no,8.0,2.0,64.0,4.0,2100.0,140.0,2014,617,430.09,172.18
BlackBerry,Others,10.95,yes,no,13.0,2.0,32.0,4.0,3450.0,196.0,2014,582,170.08,85.05
BlackBerry,Others,8.41,yes,no,8.0,2.0,16.0,4.0,2515.0,177.0,2014,831,119.23,35.83
BlackBerry,Others,12.7,no,no,5.0,1.1,32.0,4.0,2500.0,164.0,2014,696,89.64,35.92
BlackBerry,Others,10.48,yes,no,8.0,2.0,64.0,4.0,1800.0,140.0,2013,625,389.54,155.74
BlackBerry,Others,12.7,yes,no,8.0,2.0,16.0,4.0,2880.0,170.0,2013,574,141.71,70.87
BlackBerry,Others,6.35,no,no,5.0,2.0,512.0,0.25,1450.0,120.0,2013,774,130.24,52.17
BlackBerry,Others,7.78,yes,no,5.0,2.0,32.0,4.0,2180.0,120.0,2013,760,69.0,27.63
BlackBerry,Others,10.48,yes,no,8.0,2.0,16.0,4.0,1800.0,137.5,2013,932,120.4,36.23
BlackBerry,Others,7.78,yes,no,8.0,2.0,16.0,4.0,2100.0,139.0,2013,814,109.81,32.95
Others,Android,13.81,yes,no,12.0,5.0,16.0,4.0,4180.0,165.0,2018,531,96.95,48.48
Others,Android,13.81,yes,no,13.0,5.0,64.0,4.0,3180.0,167.5,2017,784,170.48,68.12
Others,Android,13.49,yes,no,13.0,8.0,64.0,4.0,6180.0,167.5,2017,720,248.45,99.34
Others,Android,12.7,no,no,13.0,5.0,16.0,4.0,2800.0,169.0,2017,751,70.58,28.19
Others,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2800.0,176.0,2017,872,79.04,23.88
Others,Android,12.7,no,no,13.0,2.0,32.0,4.0,2800.0,176.0,2017,565,58.54,29.29
Others,Android,13.81,no,no,13.0,5.0,16.0,4.0,3000.0,174.0,2018,597,100.49,50.15
Others,Android,12.7,yes,no,13.0,8.0,64.0,4.0,3000.0,152.0,2017,895,168.51,50.59
Others,Android,12.7,no,no,8.0,2.0,16.0,4.0,2000.0,150.0,2016,1083,79.55,23.85
Others,Android,13.49,yes,no,13.0,5.0,32.0,4.0,3150.0,142.6,2016,599,240.2,119.79
Others,Android,15.24,yes,no,24.0,8.0,64.0,4.0,3500.0,207.0,2015,858,310.61,93.23
Others,Android,15.24,no,no,8.0,2.0,32.0,4.0,3000.0,177.0,2015,569,110.74,55.21
Others,Android,12.7,no,no,8.0,2.0,32.0,4.0,5000.0,180.0,2015,862,139.96,42.05
Others,Android,12.7,no,no,5.0,0.3,16.0,4.0,2000.0,156.0,2015,572,79.17,39.49
Others,Android,12.7,no,no,8.0,2.0,32.0,4.0,2100.0,154.0,2015,789,121.92,48.62
Others,Android,11.43,no,no,8.0,5.0,16.0,4.0,2100.0,97.0,2015,889,189.39,56.87
Others,Android,15.24,yes,no,13.0,5.0,16.0,4.0,3200.0,177.0,2014,740,211.8,84.57
Others,Android,12.7,yes,no,13.0,5.0,32.0,4.0,2200.0,164.0,2014,608,149.55,59.78
Others,Android,17.78,no,no,5.0,2.0,32.0,4.0,3000.0,299.0,2014,1090,131.16,39.37
Others,Android,10.16,no,no,3.15,0.3,16.0,4.0,1400.0,106.0,2014,856,71.07,21.38
Others,Windows,12.7,no,no,8.0,2.0,32.0,4.0,2200.0,139.0,2014,637,148.95,59.65
Others,Android,12.7,no,no,8.0,2.0,16.0,4.0,2000.0,166.0,2014,1042,110.36,33.1
Others,Android,12.7,no,no,5.0,0.3,16.0,4.0,1800.0,170.0,2014,874,80.76,24.14
Others,Android,12.7,no,no,13.0,5.0,16.0,4.0,2300.0,129.0,2014,959,260.7,78.4
Others,Android,12.7,no,no,8.0,2.0,32.0,4.0,2000.0,136.0,2014,979,149.8,44.88
Others,Android,13.49,no,no,16.0,8.0,32.0,4.0,2500.0,152.0,2014,696,290.3,116.3
Others,Android,15.24,no,no,8.0,2.0,16.0,4.0,3000.0,206.0,2014,632,179.61,71.8
Others,Android,10.95,no,no,3.15,0.3,16.0,4.0,1800.0,135.0,2014,980,68.83,20.77
Others,Android,8.41,no,no,1.3,2.0,512.0,0.25,1300.0,101.0,2014,1056,70.98,21.4
Others,Android,12.7,no,no,8.0,2.0,16.0,4.0,2000.0,155.0,2014,571,119.44,59.62
Others,Android,12.7,no,no,3.15,2.0,16.0,4.0,2100.0,174.0,2014,616,71.38,28.59
Others,Android,13.49,no,no,8.0,2.0,16.0,4.0,2350.0,166.0,2014,976,130.6,39.26
Others,Android,10.95,no,no,8.0,2.0,16.0,4.0,3000.0,149.0,2014,790,189.11,75.71
Others,Android,11.43,no,no,8.0,5.0,16.0,4.0,2000.0,135.0,2014,1024,159.84,47.93
Others,Android,20.32,no,no,5.0,5.0,32.0,4.0,4500.0,404.0,2014,614,359.71,143.91
Others,Android,11.27,no,no,8.0,5.0,16.0,4.0,1800.0,109.0,2014,725,129.13,51.61
Others,Android,12.7,no,no,13.0,5.0,16.0,4.0,2000.0,133.0,2014,639,210.5,84.08
Others,Android,12.7,no,no,12.0,2.0,16.0,4.0,2000.0,144.0,2014,988,139.52,41.95
Others,Android,11.27,no,no,8.0,2.0,16.0,4.0,1800.0,125.0,2013,581,201.63,100.76
Others,Android,12.7,no,no,13.0,5.0,32.0,4.0,2020.0,128.0,2013,1038,240.86,72.4
Others,Android,12.7,no,no,5.0,0.3,16.0,4.0,2000.0,155.0,2013,909,89.12,26.8
Others,Android,10.16,no,no,5.0,0.3,16.0,4.0,1600.0,124.0,2013,782,79.98,31.9
Others,Android,12.7,no,no,12.0,5.0,16.0,4.0,2500.0,158.0,2013,729,209.77,83.89
Others,Android,13.49,no,no,5.0,0.3,16.0,4.0,2250.0,184.0,2013,728,118.44,47.35
Others,Others,5.08,no,no,1.3,0.3,128.0,0.25,820.0,80.0,2013,905,20.93,6.19
Others,Others,5.08,no,no,0.3,0.3,32.0,0.25,820.0,80.0,2013,636,20.95,8.43
Others,Others,6.35,no,no,1.3,0.3,32.0,0.25,820.0,90.0,2013,695,20.93,8.32
Others,Others,3.81,no,no,0.3,0.3,32.0,0.25,820.0,65.0,2013,796,19.54,7.98
Others,Android,12.7,no,no,5.0,0.3,16.0,4.0,2000.0,128.0,2013,816,101.07,30.41
Others,Android,10.16,no,no,3.15,0.3,16.0,4.0,1500.0,128.0,2013,566,79.79,39.81
Others,Android,8.41,no,no,2.0,0.3,512.0,0.25,1000.0,105.0,2013,897,40.94,12.28
Others,Android,10.95,no,no,5.0,0.3,16.0,4.0,2000.0,144.0,2013,1028,101.81,30.52
Others,Android,10.16,no,no,5.0,0.3,16.0,4.0,1600.0,137.0,2013,793,100.14,39.9
Others,Android,13.18,no,no,8.0,2.0,16.0,4.0,2800.0,190.0,2013,1006,128.58,38.67
Others,Android,12.7,no,no,8.0,2.0,16.0,4.0,2000.0,170.0,2013,855,129.68,39.0
Others,Android,12.7,no,no,5.0,0.3,16.0,4.0,2000.0,170.0,2013,909,100.64,30.28
Others,Android,8.41,no,no,2.0,0.3,512.0,0.25,1500.0,120.0,2013,1038,81.22,24.32
Others,Others,6.35,no,no,1.3,0.3,64.0,0.25,1400.0,95.0,2013,729,28.87,11.65
Others,Others,5.72,no,no,0.3,0.3,32.0,0.25,820.0,90.0,2013,883,29.81,8.92
Others,Others,5.08,no,no,1.3,0.3,64.0,0.25,620.0,69.0,2013,990,20.23,6.16
Others,Android,13.81,no,no,12.0,5.0,16.0,4.0,2600.0,220.0,2013,689,230.43,92.35
Others,Android,12.7,no,no,13.0,5.0,16.0,4.0,2000.0,145.0,2013,745,230.91,92.38
Others,Android,11.27,no,no,8.0,2.0,16.0,4.0,1800.0,125.0,2013,902,179.05,53.57
Others,Android,13.18,no,no,8.0,2.0,16.0,4.0,2200.0,210.0,2013,956,159.58,47.84
Others,Android,13.81,no,no,8.0,1.3,16.0,4.0,2800.0,243.0,2013,1060,221.01,66.37
Others,Android,10.95,no,no,8.0,1.3,16.0,4.0,1800.0,148.0,2013,608,260.39,104.28
Others,Android,10.95,no,no,5.0,0.3,16.0,4.0,1800.0,145.0,2013,850,180.45,54.02
Others,Android,23.02,yes,no,12.0,8.0,128.0,4.0,3100.0,168.0,2018,578,391.13,195.55
Others,Android,23.02,yes,no,12.0,8.0,64.0,4.0,3100.0,163.0,2018,586,310.1,155.07
Others,Android,13.49,yes,no,12.0,8.0,64.0,4.0,3400.0,183.0,2018,567,230.53,115.31
Others,Android,13.02,yes,no,12.0,8.0,64.0,4.0,3100.0,165.0,2018,454,189.69,94.94
Others,Android,13.02,yes,no,8.0,5.0,16.0,4.0,3100.0,155.0,2017,819,168.65,50.5
Others,Android,13.02,yes,no,13.0,5.0,32.0,4.0,3100.0,155.0,2017,890,188.7,56.57
Others,Android,13.49,yes,no,12.0,8.0,64.0,4.0,3400.0,183.0,2017,809,260.07,78.12
Others,Android,13.02,yes,no,12.0,8.0,64.0,4.0,3100.0,165.0,2017,756,209.8,83.96
Others,Android,13.02,yes,no,12.0,8.0,64.0,4.0,3100.0,158.0,2017,564,369.35,184.72
Others,Android,13.02,yes,no,16.0,8.0,32.0,4.0,3100.0,153.0,2017,843,290.32,87.21
Others,Android,12.7,yes,no,8.0,5.0,16.0,4.0,3080.0,140.0,2016,789,159.11,63.65
Others,Android,12.7,yes,no,13.0,5.0,16.0,4.0,3080.0,140.0,2016,992,190.11,57.09
Others,Android,12.7,yes,no,16.0,5.0,32.0,4.0,3050.0,139.0,2016,681,219.98,87.96
Others,Android,12.7,yes,no,16.0,8.0,16.0,4.0,3200.0,145.0,2016,546,299.16,149.45
Others,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2850.0,139.0,2015,542,207.7,103.72
Others,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2900.0,148.0,2015,863,231.46,69.45
Others,Android,12.7,yes,no,13.0,5.0,16.0,4.0,3120.0,144.0,2015,889,260.32,78.08
Others,Android,13.49,yes,no,13.0,5.0,16.0,4.0,3620.0,162.0,2015,774,297.34,118.87
Others,Android,10.95,yes,no,8.0,5.0,32.0,4.0,2470.0,115.0,2015,928,179.57,53.9
Others,Android,25.56,no,no,5.0,2.0,16.0,4.0,7280.0,470.0,2015,696,230.39,92.07
Others,Android,10.16,yes,no,8.0,1.3,16.0,4.0,1800.0,173.8,2013,575,269.77,134.9
Others,Others,5.72,yes,no,2.0,8.0,16.0,4.0,2300.0,130.0,2018,723,110.58,44.23
Others,Android,12.7,yes,no,13.0,8.0,32.0,4.0,5000.0,218.0,2017,745,449.03,179.53
Others,Android,11.27,yes,no,8.0,2.0,16.0,4.0,4000.0,200.0,2017,714,330.18,131.84
Others,Android,13.02,yes,no,16.0,8.0,64.0,4.0,4500.0,250.0,2018,443,899.95,450.12
Others,Android,11.27,yes,no,13.0,5.0,32.0,4.0,3800.0,153.0,2016,930,649.82,194.98
Others,Android,10.95,yes,no,5.0,2.0,32.0,4.0,3000.0,181.0,2015,759,339.78,135.65
Others,Android,11.27,yes,no,8.0,2.0,16.0,4.0,3000.0,185.0,2015,688,440.2,176.04
Others,Others,5.08,no,no,2.0,2.0,24.0,4.0,1000.0,101.0,2015,691,140.93,56.41
Others,Android,11.27,yes,no,8.0,0.3,32.0,4.0,2630.0,185.0,2014,1023,459.47,137.82
Others,Android,10.16,no,no,5.0,0.3,16.0,4.0,2000.0,170.0,2013,802,249.59,74.94
Others,Others,5.4,no,no,3.15,0.3,128.0,0.25,1150.0,136.0,2013,590,140.16,69.98
Others,Others,5.08,no,no,2.0,0.3,16.0,4.0,1300.0,161.0,2013,630,139.88,55.97
Celkon,Android,10.16,no,no,5.0,1.3,16.0,4.0,1400.0,122.0,2014,549,80.39,40.19
Celkon,Android,10.16,no,no,5.0,1.3,16.0,4.0,1400.0,122.0,2014,1035,80.72,24.2
Celkon,Android,10.16,no,no,5.0,1.3,16.0,4.0,1400.0,122.0,2014,573,81.29,40.62
Celkon,Android,12.7,no,no,8.0,2.0,16.0,4.0,1400.0,149.0,2014,995,119.88,35.98
Celkon,Android,12.7,no,no,5.0,0.3,32.0,4.0,1400.0,147.0,2014,661,87.72,35.18
Celkon,Android,10.16,no,no,3.15,1.3,512.0,0.25,1400.0,115.3,2014,932,59.93,17.93
Celkon,Android,10.95,no,no,8.0,1.3,16.0,4.0,2000.0,130.0,2014,1027,100.35,30.06
Celkon,Android,8.41,no,no,3.15,0.3,512.0,4.0,1400.0,102.0,2014,573,39.81,19.92
Celkon,Android,10.95,no,no,5.0,1.3,16.0,4.0,1400.0,78.2,2014,985,79.85,23.94
Celkon,Android,12.7,no,no,5.0,0.3,16.0,4.0,1400.0,140.0,2013,1059,57.57,17.31
Celkon,Android,10.95,no,no,5.0,1.3,16.0,4.0,1400.0,140.0,2013,965,90.51,27.22
Celkon,Android,8.41,no,no,3.15,0.3,512.0,0.25,1400.0,140.0,2013,567,49.68,24.97
Celkon,Others,8.41,no,no,1.3,0.3,256.0,0.25,1200.0,140.0,2013,836,28.49,8.54
Celkon,Others,3.81,no,no,0.3,0.3,256.0,0.25,2200.0,140.0,2013,995,9.13,2.51
Celkon,Others,5.72,no,no,1.3,0.3,256.0,0.25,1800.0,140.0,2013,586,19.14,9.56
Celkon,Others,6.35,no,no,1.3,0.3,256.0,0.25,1400.0,140.0,2013,561,20.61,10.34
Celkon,Others,6.03,no,no,1.3,0.3,256.0,0.25,1400.0,140.0,2013,796,20.56,8.21
Celkon,Others,6.03,no,no,0.3,0.3,256.0,0.25,1400.0,140.0,2013,687,21.51,8.59
Celkon,Android,12.7,no,no,8.0,1.3,16.0,4.0,1400.0,140.0,2013,567,90.65,45.08
Celkon,Android,10.16,no,no,3.15,0.3,512.0,0.25,1400.0,140.0,2013,637,48.65,19.51
Celkon,Android,10.16,no,no,3.15,0.3,256.0,0.25,1400.0,140.0,2013,778,58.59,23.4
Celkon,Android,8.41,no,no,1.3,0.3,256.0,0.25,1400.0,140.0,2013,945,51.13,15.19
Celkon,Others,3.81,no,no,0.3,0.3,256.0,0.25,900.0,140.0,2013,890,11.57,3.38
Celkon,Android,12.7,no,no,12.0,3.0,16.0,4.0,1400.0,177.0,2013,779,199.76,79.82
Celkon,Android,10.16,no,no,5.0,0.3,512.0,0.25,1400.0,140.0,2013,942,70.56,21.23
Celkon,Android,11.27,no,no,8.0,0.3,256.0,0.25,1400.0,140.0,2013,831,138.5,41.61
Celkon,Others,10.16,no,no,2.0,0.3,256.0,0.25,1200.0,140.0,2013,635,38.06,15.38
Celkon,Others,8.41,no,no,2.0,0.3,256.0,0.25,1200.0,140.0,2013,569,38.83,19.48
Celkon,Others,5.72,no,no,1.3,0.3,256.0,0.25,1800.0,140.0,2013,899,19.64,5.76
Celkon,Others,5.72,no,no,1.3,0.3,256.0,0.25,1500.0,140.0,2013,818,29.48,8.7
Celkon,Others,6.03,no,no,1.3,0.3,256.0,0.25,1400.0,140.0,2013,980,39.77,12.04
Celkon,Others,6.03,no,no,1.3,0.3,256.0,0.25,3000.0,140.0,2013,787,29.51,11.96
Celkon,Others,3.81,no,no,0.3,0.3,256.0,0.25,1100.0,140.0,2013,1083,10.68,3.18
Celkon,Others,14.76,no,no,0.3,0.3,256.0,0.25,1100.0,140.0,2013,676,11.43,4.63
Celkon,Android,20.16,no,no,5.0,0.3,256.0,0.25,1400.0,140.0,2013,857,120.04,35.86
Celkon,Android,20.16,no,no,8.0,0.3,256.0,0.25,1400.0,140.0,2013,563,132.03,65.82
Celkon,Android,8.41,no,no,3.15,0.3,256.0,0.25,1400.0,98.0,2013,1034,69.37,20.69
Coolpad,Android,15.56,yes,no,,8.0,64.0,4.0,4000.0,177.0,2018,655,149.47,59.75
Coolpad,Android,13.49,yes,no,12.0,13.0,64.0,4.0,3200.0,152.0,2017,791,350.39,140.1
Coolpad,Android,12.7,yes,no,13.0,8.0,16.0,4.0,2500.0,148.0,2017,671,119.65,47.84
Coolpad,Android,13.49,yes,no,13.0,8.0,64.0,4.0,4060.0,167.0,2016,851,201.18,60.3
Coolpad,Android,12.7,yes,no,13.0,8.0,16.0,4.0,2500.0,148.0,2017,555,209.36,104.75
Coolpad,Android,13.49,yes,no,16.0,8.0,128.0,4.0,4070.0,168.0,2016,820,421.32,126.54
Coolpad,Android,13.49,yes,no,8.0,8.0,16.0,4.0,3050.0,170.0,2016,646,110.19,44.08
Coolpad,Android,13.49,yes,no,13.0,8.0,32.0,4.0,4010.0,173.4,2016,661,182.57,73.23
Coolpad,Android,13.49,yes,no,8.0,8.0,16.0,4.0,2500.0,143.0,2016,1078,179.54,53.8
Coolpad,Android,13.49,yes,no,8.0,8.0,16.0,4.0,2500.0,143.0,2016,777,79.8,31.87
Coolpad,Android,13.49,yes,no,13.0,5.0,16.0,4.0,2500.0,163.0,2016,1011,200.15,60.08
Coolpad,Android,13.49,yes,no,13.0,5.0,16.0,4.0,3000.0,168.0,2016,1028,117.82,35.31
Coolpad,Android,13.49,yes,no,13.0,5.0,64.0,4.0,2800.0,170.0,2016,703,380.6,152.36
Coolpad,Android,12.7,yes,no,8.0,2.0,32.0,4.0,2000.0,125.0,2016,1040,130.48,39.08
Coolpad,Android,11.27,yes,no,8.0,5.0,16.0,4.0,1800.0,120.0,2016,755,180.11,72.18
Coolpad,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2500.0,142.0,2016,779,108.46,43.4
Coolpad,Android,13.49,yes,no,13.0,5.0,16.0,4.0,3000.0,138.5,2015,1014,118.45,35.79
Coolpad,Android,13.49,yes,no,13.0,5.0,32.0,4.0,2500.0,138.5,2015,883,200.59,60.13
Coolpad,Android,13.49,yes,no,8.0,2.0,32.0,4.0,2500.0,158.0,2015,725,161.18,64.45
Coolpad,Android,11.27,yes,no,8.0,5.0,32.0,4.0,1800.0,119.0,2015,820,151.59,45.49
Others,Android,26.19,yes,no,8.0,2.0,32.0,4.0,7000.0,597.0,2015,848,459.1,137.51
Others,Android,20.96,yes,no,8.0,2.0,16.0,4.0,5900.0,305.0,2014,939,248.97,74.75
Others,Android,20.32,no,no,5.0,2.0,16.0,4.0,4100.0,292.0,2013,735,129.73,51.94
Others,Android,17.78,no,no,3.15,0.3,16.0,4.0,4100.0,234.0,2013,613,98.02,39.22
Others,Android,20.48,yes,no,8.0,24.0,256.0,4.0,3400.0,171.0,2019,354,899.41,583.07
Others,Android,25.24,yes,no,12.0,8.0,16.0,4.0,4000.0,139.0,2018,687,130.85,52.19
Others,Android,25.24,no,no,12.0,8.0,32.0,4.0,4000.0,139.0,2018,377,91.63,60.15
Others,Android,12.7,yes,no,13.0,5.0,16.0,4.0,3000.0,142.5,2018,493,230.28,115.26
Others,Others,3.81,no,no,0.3,0.3,16.0,0.25,1800.0,90.0,2018,462,21.64,10.98
Others,Others,3.81,no,no,0.3,0.3,16.0,0.25,1000.0,69.0,2018,591,10.41,5.12
Others,Others,6.35,no,no,0.3,8.0,32.0,0.25,3100.0,130.0,2018,504,40.19,19.99
Others,Android,5.72,yes,no,5.0,8.0,32.0,4.0,2000.0,256.0,2018,711,119.83,47.9
Others,Android,13.49,yes,no,16.0,8.0,32.0,4.0,4000.0,203.0,2018,645,450.19,179.88
Others,Android,14.13,yes,no,12.0,8.0,64.0,4.0,4500.0,190.0,2018,608,359.75,143.84
Others,Android,13.49,yes,no,13.0,5.0,16.0,4.0,5000.0,203.0,2017,594,189.86,95.02
Others,Android,13.49,yes,no,13.0,5.0,32.0,4.0,3000.0,180.0,2017,792,119.34,47.9
Others,Android,12.7,no,no,5.0,2.0,32.0,4.0,2000.0,167.0,2017,715,80.26,32.13
Others,Android,13.02,yes,no,13.0,5.0,16.0,4.0,4000.0,206.0,2017,836,330.01,99.17
Others,Others,5.72,no,no,0.3,5.0,32.0,4.0,1500.0,112.0,2017,770,48.52,19.45
Others,Others,3.81,no,no,0.3,5.0,32.0,4.0,1000.0,69.0,2017,875,9.76,2.95
Others,Others,5.72,yes,no,0.3,5.0,32.0,4.0,1000.0,92.0,2017,629,39.14,15.64
Others,Android,10.16,no,no,2.0,0.3,16.0,4.0,1300.0,105.0,2015,1034,57.95,17.4
Others,Android,12.7,no,no,5.0,2.0,32.0,4.0,2100.0,145.0,2015,573,80.48,40.21
Others,Android,10.95,no,no,5.0,2.0,32.0,4.0,1600.0,125.0,2015,962,71.56,21.45
Others,Android,12.7,no,no,8.0,5.0,32.0,4.0,2000.0,150.0,2015,1031,102.37,30.64
Others,Android,12.7,no,no,13.0,5.0,32.0,4.0,2000.0,150.0,2014,944,191.56,57.49
Others,Android,10.16,no,no,8.0,0.3,16.0,4.0,1400.0,121.0,2014,1061,99.13,29.74
Others,Android,12.7,no,no,13.0,5.0,32.0,4.0,2500.0,154.5,2013,1030,441.18,132.21
